Date,Product,Quantity,Region
2024-01-05,Watch,1,East
2025-10-05,Pants,15,East
2024-06-28,Jacket,6,East
2024-06-22,Shoes,9,West
2024-10-28,Shoes,18,East
2024-06-07,Hat,5,South
2024-09-20,Hat,14,West
2025-05-17,Watch,11,East
2024-04-21,Pants,15,East
2024-10-07,Jacket,7,North
2025-06-16,Shirt,4,South
2024-02-02,Shoes,17,North
2025-07-11,Watch,9,East
2025-03-14,Watch,18,West
2025-08-27,Hat,8,North
2025-06-20,Hat,19,North
2024-07-27,Hat,9,North
2025-10-21,Pants,9,West
2025-12-19,Shoes,13,West
2024-01-28,Bag,16,North
2025-07-04,Jacket,9,East
2024-08-13,Hat,14,East
2025-01-02,Pants,15,East
2025-02-24,Watch,20,South
2025-12-11,Watch,8,North
2025-11-21,Pants,6,West
2025-01-18,Bag,13,North
2025-04-17,Watch,4,West
2024-02-04,Shirt,8,East
2024-04-20,Shirt,12,South
2025-08-09,Pants,8,East
2025-02-25,Pants,20,West
2024-05-29,Pants,12,West
2024-01-21,Bag,13,North
2024-04-30,Bag,3,East
2025-03-03,Bag,18,East
2024-11-15,Shoes,20,East
2025-05-02,Jacket,14,South
2024-06-23,Pants,17,South
2024-08-15,Pants,12,East
2025-03-21,Pants,16,North
2024-01-05,Shoes,11,North
2024-04-28,Jacket,9,West
2025-01-29,Shirt,3,North
2025-07-28,Jacket,16,North
2024-11-07,Bag,5,West
2025-03-18,Pants,3,East
2025-04-11,Shirt,4,North
2024-02-02,Watch,11,North
2024-11-15,Shoes,17,East
2025-06-08,Jacket,15,North
2024-05-03,Pants,19,East
2024-12-29,Bag,17,North
2025-03-21,Watch,9,South
2025-09-23,Hat,20,South
2025-07-02,Hat,10,West
2024-04-07,Pants,18,North
2025-02-13,Watch,13,East
2024-10-26,Bag,12,North
2024-09-25,Bag,18,North
2024-04-26,Bag,13,North
2024-08-14,Shirt,6,East
2024-12-14,Shirt,14,East
2024-07-22,Pants,8,West
2025-06-01,Pants,15,South
2025-06-08,Shoes,14,North
2024-08-23,Hat,16,South
2025-05-10,Bag,3,East
2024-06-02,Pants,13,North
2025-10-28,Shoes,5,East
2025-02-28,Bag,6,West
2024-06-30,Shirt,17,East
2024-07-25,Shirt,6,North
2025-12-18,Pants,13,West
2024-01-01,Jacket,14,East
2024-09-11,Pants,15,North
2024-03-10,Jacket,14,East
2025-08-17,Watch,1,North
2024-05-31,Shoes,1,West
2025-07-13,Watch,17,East
2024-01-07,Pants,20,East
2025-12-12,Bag,14,North
2024-12-11,Jacket,4,North
2025-09-11,Pants,16,North
2024-11-02,Jacket,10,East
2024-06-11,Pants,5,West
2025-04-12,Jacket,1,East
2025-04-01,Bag,4,North
2025-06-05,Watch,6,East
2025-01-21,Shirt,14,North
2024-08-04,Watch,16,South
2024-06-25,Shoes,12,East
2025-05-23,Watch,16,East
2024-02-05,Bag,14,North
2024-01-11,Shoes,11,West
2025-01-02,Hat,18,South
2025-06-16,Bag,3,East
2025-06-14,Jacket,15,South
2024-12-13,Hat,7,East
2024-02-11,Pants,10,North
2024-07-19,Watch,20,East
2024-09-17,Pants,11,South
2025-01-24,Shoes,4,South
2025-02-26,Watch,17,South
2024-05-28,Watch,12,South
2024-02-20,Shirt,5,North
2025-01-21,Jacket,9,South
2024-04-20,Pants,13,East
2024-07-30,Pants,16,South
2025-11-23,Hat,20,North
2025-01-30,Hat,15,West
2025-09-12,Shoes,9,West
2025-10-02,Watch,15,East
2024-12-09,Shirt,4,North
2025-03-23,Hat,8,East
2024-12-24,Pants,19,West
2025-09-04,Pants,19,West
2024-07-22,Bag,19,West
2024-12-03,Shirt,10,North
2025-11-30,Hat,9,East
2024-05-03,Shirt,15,East
2024-07-29,Pants,15,North
2025-03-12,Watch,3,East
2025-11-22,Shirt,3,West
2024-04-20,Shoes,14,South
2025-09-13,Shirt,2,North
2024-12-21,Jacket,14,West
2025-12-09,Hat,3,West
2025-03-09,Watch,10,West
2024-07-27,Hat,2,West
2025-02-04,Shirt,8,East
2024-06-11,Pants,10,South
2024-12-22,Jacket,15,East
2025-12-02,Bag,11,South
2025-12-18,Bag,10,North
2025-12-17,Shoes,14,North
2024-11-29,Shirt,19,North
2024-06-20,Shirt,3,East
2024-09-17,Shirt,12,East
2025-04-10,Hat,18,North
2024-11-03,Bag,18,East
2024-06-17,Watch,1,East
2025-09-23,Shoes,2,East
2025-07-30,Shoes,12,South
2024-11-30,Watch,16,East
2024-10-01,Shirt,12,North
2024-10-26,Shoes,7,West
2025-04-26,Jacket,4,South
2024-01-20,Shirt,12,West
2025-12-06,Jacket,4,North
2025-12-07,Bag,7,West
2025-06-06,Bag,12,East
2024-12-04,Bag,18,West
2024-08-13,Shirt,4,South
2025-12-05,Jacket,14,South
2025-03-29,Hat,7,North
2024-05-09,Hat,10,South
2025-04-23,Shoes,17,West
2024-07-09,Bag,16,East
2025-11-08,Pants,8,West
2024-03-22,Jacket,14,South
2025-01-31,Jacket,8,North
2024-07-19,Jacket,1,East
2024-09-18,Pants,5,North
2025-10-13,Shirt,8,North
2024-08-10,Shoes,4,South
2024-08-19,Jacket,1,East
2025-02-21,Shoes,19,South
2025-07-02,Shoes,19,West
2025-06-28,Hat,7,North
2025-05-20,Pants,20,North
2024-12-26,Bag,6,West
2025-10-07,Pants,4,South
2024-12-17,Shirt,10,South
2025-12-05,Shoes,4,East
2024-05-07,Jacket,16,North
2024-06-08,Jacket,17,North
2024-06-06,Jacket,13,North
2024-03-31,Shirt,20,East
2025-10-24,Watch,10,West
2025-02-28,Jacket,4,North
2025-11-10,Shoes,13,South
2024-07-13,Jacket,8,North
2024-03-17,Watch,20,South
2025-12-02,Hat,5,North
2025-10-07,Watch,18,West
2024-03-16,Hat,2,West
2025-03-13,Shoes,1,North
2025-11-14,Jacket,9,East
2025-12-03,Watch,4,East
2024-07-28,Bag,4,East
2024-10-16,Watch,5,East
2024-11-06,Pants,2,South
2024-10-25,Shoes,11,South
2025-09-29,Watch,19,South
2025-10-24,Pants,2,East
2024-11-30,Jacket,8,North
2024-01-13,Jacket,9,West
2024-04-04,Hat,18,South
2024-03-03,Watch,12,East
2024-10-08,Jacket,17,East
2024-10-25,Bag,16,North
2025-06-13,Hat,2,West
2024-04-16,Watch,11,South
2025-02-14,Hat,1,North
2024-05-18,Watch,8,East
2024-11-07,Shoes,2,North
2024-10-01,Watch,4,South
2025-06-16,Hat,15,West
2025-12-06,Pants,11,East
2024-06-20,Pants,4,East
2024-06-23,Watch,5,South
2024-01-06,Shirt,18,North
2024-06-14,Shoes,13,West
2025-10-23,Bag,5,East
2025-03-08,Watch,6,East
2024-01-16,Pants,15,East
2024-03-16,Bag,13,North
2025-08-09,Shoes,16,West
2025-08-10,Shirt,8,North
2025-08-09,Shirt,20,South
2024-10-27,Hat,18,North
2025-01-11,Pants,1,South
2025-02-19,Jacket,7,West
2025-12-29,Hat,10,East
2024-02-16,Watch,14,West
2025-04-10,Bag,17,South
2024-06-04,Bag,7,East
2024-12-27,Shirt,19,East
2024-07-16,Watch,14,West
2025-11-12,Shoes,16,North
2024-11-18,Shirt,2,South
2025-11-22,Watch,17,East
2025-09-22,Pants,19,East
2025-06-24,Bag,11,East
2025-08-22,Hat,20,West
2025-04-05,Pants,4,South
2025-05-09,Bag,11,South
2025-07-31,Bag,2,South
2024-09-19,Bag,13,North
2024-08-09,Hat,13,South
2024-01-19,Hat,2,South
2025-03-22,Pants,18,North
2025-10-24,Shoes,5,West
2024-01-08,Bag,4,West
2024-10-11,Shirt,1,South
2025-08-03,Pants,6,North
2024-01-08,Shirt,12,North
2024-02-06,Bag,16,East
2025-07-20,Shoes,15,South
2024-08-29,Watch,6,South
2024-06-12,Shoes,19,West
2024-04-28,Jacket,17,South
2024-12-04,Shirt,8,North
2025-11-26,Pants,5,North
2025-04-02,Shoes,14,North
2025-11-28,Hat,11,West
2025-05-20,Pants,17,South
2024-10-09,Shoes,6,South
2024-06-30,Shoes,15,North
2025-06-18,Hat,11,South
2025-02-18,Jacket,17,South
2024-10-03,Bag,17,East
2025-04-09,Shirt,8,South
2025-07-09,Pants,17,North
2025-09-02,Bag,15,East
2025-09-24,Jacket,9,South
2025-01-29,Jacket,15,North
2025-04-03,Shoes,5,South
2025-07-06,Bag,3,North
2024-03-09,Watch,15,East
2025-12-08,Jacket,5,West
2025-12-21,Pants,9,South
2025-05-29,Hat,13,East
2025-07-29,Shirt,9,South
2024-10-21,Pants,8,South
2025-05-17,Shirt,4,South
2025-09-30,Watch,7,West
2024-04-07,Bag,3,South
2024-11-28,Pants,6,North
2024-06-17,Watch,1,South
2025-11-15,Jacket,8,East
2025-12-08,Jacket,6,South
2024-07-25,Watch,17,West
2024-09-21,Shoes,3,South
2025-09-03,Jacket,13,South
2025-10-06,Watch,4,South
2024-09-21,Jacket,2,North
2025-07-08,Bag,14,West
2024-02-19,Bag,7,West
2025-09-27,Bag,3,West
2024-06-08,Hat,6,West
2024-12-05,Bag,10,South
2025-12-30,Bag,19,North
2024-01-23,Pants,7,South
2025-04-06,Pants,10,North
2024-08-22,Pants,4,South
2024-06-21,Watch,19,West
2024-04-15,Hat,8,West
2024-03-14,Bag,7,West
2025-02-12,Shirt,3,North
2025-04-28,Jacket,14,East
2024-08-30,Jacket,9,West
2024-10-25,Shoes,13,North
2024-03-02,Pants,5,South
2024-06-23,Jacket,18,South
2025-07-20,Pants,14,East
2024-12-18,Pants,17,West
2025-10-27,Jacket,8,North
2025-10-05,Shirt,17,East
2025-09-21,Bag,7,North
2024-02-19,Hat,19,West
2025-11-19,Pants,7,West
2024-09-26,Shirt,4,South
2024-05-20,Shoes,17,West
2025-08-26,Jacket,4,North
2025-08-21,Pants,18,North
2025-10-06,Watch,17,North
2025-09-25,Watch,2,South
2024-10-03,Jacket,12,East
2025-08-10,Pants,18,South
2025-04-07,Pants,2,West
2024-10-20,Shirt,5,East
2025-11-22,Bag,14,West
2024-09-29,Shirt,14,West
2025-02-11,Shoes,9,East
2025-06-07,Shoes,20,North
2025-06-04,Watch,4,West
2025-09-08,Watch,18,West
2025-02-15,Pants,4,West
2025-07-13,Shirt,10,South
2025-11-21,Pants,5,West
2025-10-06,Watch,17,South
2025-11-07,Watch,18,North
2024-01-11,Hat,9,West
2024-05-22,Pants,12,South
2024-08-21,Jacket,6,East
2024-07-08,Bag,1,East
2024-06-15,Hat,3,North
2025-01-21,Shoes,18,West
2025-04-02,Jacket,17,North
2025-05-07,Shirt,12,South
2024-10-12,Watch,7,North
2025-04-27,Bag,12,East
2025-11-02,Hat,16,South
2025-11-27,Pants,14,West
2025-01-01,Shoes,5,West
2024-07-28,Jacket,1,North
2024-06-17,Hat,1,East
2025-02-28,Shoes,1,East
2025-05-03,Hat,8,East
2025-03-27,Shirt,20,North
2024-03-07,Shirt,9,East
2025-02-10,Pants,1,South
2025-02-10,Shirt,13,North
2025-12-20,Jacket,14,East
2024-10-27,Watch,13,North
2024-11-17,Hat,13,South
2024-01-10,Shoes,4,South
2025-01-08,Hat,18,West
2024-06-26,Bag,10,South
2024-12-26,Shoes,16,East
2025-12-08,Pants,4,East
2025-06-22,Pants,17,West
2025-07-31,Pants,20,South
2025-06-16,Watch,9,North
2025-08-14,Watch,15,West
2024-07-30,Watch,9,West
2024-04-19,Pants,3,West
2025-01-23,Watch,3,North
2024-07-07,Pants,10,West
2024-10-01,Hat,8,West
2025-12-28,Pants,9,South
2025-06-17,Shirt,20,North
2024-07-11,Jacket,18,South
2024-03-06,Watch,8,West
2025-03-22,Bag,14,North
2025-01-30,Jacket,4,South
2024-08-08,Shoes,19,West
2025-06-20,Shoes,3,East
2024-05-09,Pants,17,West
2024-04-25,Jacket,13,West
2024-01-26,Jacket,8,East
2025-07-23,Shirt,19,South
2025-02-28,Watch,14,East
2025-04-01,Watch,20,East
2024-06-12,Hat,14,South
2025-08-28,Watch,15,West
2024-01-10,Jacket,16,West
2024-02-19,Shirt,11,West
2025-04-18,Pants,11,West
2025-03-26,Shirt,15,West
2024-05-16,Hat,12,South
2025-05-01,Watch,7,West
2025-07-17,Bag,11,West
2025-04-29,Pants,18,West
2025-01-07,Pants,10,South
2025-01-14,Shoes,10,East
2025-07-17,Bag,2,North
2025-11-17,Shoes,1,North
2024-10-03,Shirt,18,East
2025-01-28,Pants,11,North
2024-10-20,Watch,16,North
2025-10-07,Bag,14,East
2024-02-17,Shoes,16,East
2024-01-31,Shirt,3,North
2024-04-27,Jacket,4,South
2024-02-19,Jacket,7,West
2024-02-22,Shirt,6,North
2024-09-20,Watch,17,East
2024-04-26,Hat,14,West
2024-07-06,Pants,9,East
2024-02-16,Jacket,6,South
2025-12-23,Watch,7,West
2025-02-17,Jacket,4,West
2025-03-16,Bag,3,West
2024-11-13,Shoes,10,West
2024-01-31,Shoes,20,North
2024-06-11,Hat,18,East
2024-12-30,Jacket,10,East
2024-09-13,Jacket,11,West
2025-04-03,Pants,6,South
2024-11-15,Hat,15,West
2025-07-10,Watch,10,South
2025-06-10,Hat,6,East
2025-07-25,Shoes,3,South
2025-01-16,Pants,14,North
2024-04-09,Hat,11,North
2025-03-20,Shirt,9,West
2025-03-23,Shirt,7,South
2025-10-13,Shoes,19,North
2025-08-25,Shirt,13,East
2024-01-28,Jacket,9,North
2025-06-03,Jacket,4,East
2024-11-20,Watch,4,North
2025-04-22,Watch,7,South
2024-12-25,Shirt,10,West
2024-05-10,Watch,14,West
2024-04-09,Shirt,19,South
2024-03-22,Bag,14,North
2025-07-09,Shoes,3,West
2024-06-02,Shirt,13,East
2024-08-01,Watch,9,West
2025-04-09,Pants,4,South
2024-05-09,Hat,20,North
2025-07-02,Hat,8,South
2024-07-21,Hat,6,East
2025-07-21,Pants,6,East
2024-10-17,Watch,9,North
2024-01-06,Pants,16,South
2025-09-27,Jacket,19,South
2024-06-13,Watch,12,East
2025-09-09,Watch,6,West
2024-03-20,Shirt,3,East
2025-10-02,Jacket,5,South
2024-04-24,Pants,4,South
2024-10-30,Watch,3,North
2024-05-21,Hat,2,North
2024-10-01,Jacket,3,West
2025-12-31,Pants,11,South
2024-11-04,Jacket,5,North
2024-12-12,Pants,6,East
2024-11-14,Watch,11,West
2024-12-28,Jacket,10,West
2025-11-29,Jacket,16,East
2025-04-11,Bag,8,South
2024-03-25,Shirt,11,West
2025-12-10,Bag,6,North
2024-02-11,Watch,10,North
2025-11-12,Watch,2,North
2025-07-08,Pants,19,South
2024-06-02,Watch,19,South
2024-10-17,Bag,1,West
2025-11-01,Jacket,1,East
2025-04-13,Pants,9,South
2025-10-12,Hat,4,South
2024-04-12,Jacket,2,North
2024-02-07,Shirt,15,South
2025-12-11,Shoes,7,West
2025-07-15,Pants,5,South
2025-06-06,Jacket,2,South
2024-05-06,Hat,13,North
2025-07-24,Shirt,9,West
2024-11-02,Pants,7,North
2025-08-15,Jacket,20,West
2024-08-17,Watch,12,South
2025-12-19,Shoes,16,North
2025-08-12,Hat,7,East
2025-03-07,Bag,13,North
2024-06-02,Watch,8,North
2024-07-01,Hat,17,West
2024-03-04,Shirt,14,East
2025-12-20,Shoes,3,North
2025-08-15,Bag,20,North
2024-11-01,Shirt,13,East
2024-03-14,Watch,1,East
2025-12-30,Shirt,17,West
2024-06-27,Pants,7,North
2025-10-14,Shoes,18,North
2025-11-22,Bag,1,West
2024-04-25,Jacket,18,West
2024-02-15,Shirt,5,North
2025-04-12,Pants,14,North
2025-03-11,Watch,9,South
2025-05-26,Hat,16,North
2025-05-17,Shoes,7,South
2024-04-19,Shirt,20,West
2025-12-06,Watch,19,West
2024-11-10,Shoes,8,East
2024-08-25,Hat,4,West
2024-04-20,Jacket,9,South
2025-08-22,Watch,18,East
2024-10-15,Bag,12,South
2025-10-11,Pants,7,South
2025-04-23,Shirt,19,West
2024-06-10,Hat,18,West
2024-01-17,Shirt,18,West
2024-12-01,Pants,14,West
2024-12-15,Shirt,19,East
2025-11-19,Hat,13,South
2025-07-18,Watch,14,East
2025-03-10,Shirt,1,South
2024-01-11,Hat,14,North
2025-05-08,Shoes,18,South
2024-09-17,Watch,2,South
2024-07-26,Jacket,18,North
2024-10-02,Jacket,9,East
2024-08-17,Watch,19,North
2025-02-19,Hat,8,South
2025-10-12,Pants,4,East
2024-02-22,Hat,8,East
2025-10-24,Jacket,3,North
2024-06-20,Shirt,20,South
2024-11-06,Shoes,9,West
2025-10-27,Hat,15,East
2025-08-04,Watch,1,South
2024-09-06,Jacket,18,East
2025-09-06,Bag,4,East
2025-06-26,Hat,5,North
2025-05-13,Hat,7,North
2024-08-24,Hat,10,East
2024-06-04,Bag,13,West
2025-09-10,Watch,19,South
2024-09-04,Hat,4,North
2024-10-07,Hat,8,South
2024-02-13,Hat,2,South
2024-02-10,Hat,9,South
2024-05-31,Watch,11,East
2025-06-16,Bag,7,West
2025-07-04,Shirt,6,North
2025-07-20,Watch,19,North
2025-11-15,Shoes,10,West
2024-09-20,Bag,8,West
2024-04-23,Bag,9,West
2024-06-27,Bag,20,East
2025-05-31,Jacket,19,East
2024-01-09,Bag,6,South
2024-08-06,Pants,1,West
2025-08-27,Bag,12,South
2025-08-04,Bag,2,North
2025-11-10,Jacket,18,West
2025-07-09,Shoes,2,West
2025-01-19,Hat,1,North
2024-06-16,Watch,10,East
2024-09-03,Hat,18,South
2024-01-29,Watch,15,South
2024-12-07,Bag,6,West
2024-05-12,Shirt,10,East
2024-04-16,Shirt,4,North
2024-10-31,Watch,9,West
2024-01-10,Watch,6,North
2025-09-29,Bag,6,North
2025-11-25,Shoes,5,East
2025-09-16,Pants,14,North
2024-11-22,Bag,14,South
2025-09-23,Bag,2,West
2024-05-21,Bag,16,West
2024-02-28,Pants,20,South
2025-12-08,Pants,13,North
2025-05-31,Bag,18,North
2025-02-07,Pants,15,South
2025-12-30,Shirt,17,North
2024-08-19,Pants,19,East
2024-01-28,Hat,15,West
2025-07-13,Jacket,1,South
2025-12-26,Bag,16,North
2024-11-08,Bag,17,East
2024-12-07,Pants,6,South
2025-02-24,Jacket,11,South
2024-02-09,Hat,12,North
2025-11-15,Hat,9,South
2025-04-26,Bag,17,West
2025-08-01,Hat,5,North
2025-01-11,Pants,18,East
2024-01-30,Jacket,15,West
2024-03-22,Shoes,2,East
2024-01-28,Shirt,6,North
2025-11-16,Shirt,19,North
2025-06-10,Bag,8,West
2025-10-06,Shirt,16,West
2024-10-14,Pants,15,East
2025-12-27,Hat,17,East
2024-06-03,Pants,14,South
2024-01-29,Shoes,8,West
2025-02-10,Jacket,10,South
2024-09-10,Pants,8,South
2024-06-26,Jacket,7,South
2025-07-29,Jacket,8,North
2025-03-08,Shirt,2,North
2024-12-20,Shoes,8,West
2025-06-27,Shirt,7,North
2025-05-31,Bag,17,North
2025-05-25,Shoes,17,North
2025-01-27,Pants,5,West
2025-06-02,Jacket,12,North
2024-06-24,Pants,15,East
2025-11-18,Shoes,16,South
2025-11-18,Bag,8,West
2024-04-26,Watch,12,East
2024-06-20,Shoes,16,South
2024-06-05,Jacket,1,South
2025-03-16,Shirt,17,East
2025-02-12,Bag,3,West
2025-02-03,Pants,17,North
2025-10-15,Watch,7,West
2024-12-13,Shoes,10,South
2024-07-28,Watch,17,East
2025-03-16,Jacket,11,East
2024-07-02,Hat,8,East
2025-04-06,Watch,12,North
2024-03-26,Watch,14,South
2024-08-13,Watch,17,South
2025-02-02,Hat,17,South
2025-08-26,Watch,4,North
2024-09-09,Shirt,14,South
2024-01-24,Jacket,16,East
2025-07-18,Pants,8,North
2024-09-05,Pants,12,North
2024-01-01,Pants,4,West
2025-04-09,Jacket,18,East
2024-07-07,Jacket,6,North
2024-06-15,Shoes,10,West
2025-10-01,Pants,10,East
2025-05-13,Jacket,13,East
2024-05-19,Bag,18,East
2025-07-25,Watch,19,West
2025-05-21,Bag,14,South
2025-03-28,Shoes,14,North
2025-06-09,Watch,7,West
2024-10-08,Shirt,2,South
2025-01-06,Jacket,19,North
2024-01-12,Shoes,2,West
2024-02-02,Pants,8,South
2025-02-03,Pants,5,East
2024-04-30,Hat,10,West
2024-03-31,Jacket,9,North
2024-02-21,Bag,6,North
2024-12-05,Pants,14,West
2024-10-14,Bag,20,West
2024-09-21,Shoes,12,South
2025-05-05,Shoes,8,East
2024-10-30,Bag,17,West
2024-10-14,Watch,1,West
2025-05-19,Hat,13,South
2024-01-13,Bag,15,West
2024-09-30,Hat,2,South
2025-09-14,Pants,9,East
2025-11-26,Bag,16,East
2024-01-29,Watch,13,East
2025-03-02,Jacket,9,South
2024-07-15,Watch,20,South
2024-09-27,Pants,13,South
2025-09-04,Watch,9,West
2025-05-01,Bag,3,East
2024-08-09,Hat,13,East
2025-05-30,Watch,14,West
2025-03-12,Shoes,13,East
2024-10-31,Pants,13,East
2024-07-15,Shirt,6,South
2024-07-29,Hat,7,East
2025-10-05,Pants,19,West
2025-03-28,Pants,4,West
2024-05-25,Bag,2,South
2024-02-28,Bag,20,South
2025-06-11,Bag,2,North
2025-03-14,Shoes,7,South
2024-05-22,Shoes,7,West
2024-04-01,Shirt,7,South
2025-06-11,Bag,1,East
2024-06-27,Shirt,6,South
2025-11-23,Watch,14,West
2024-11-08,Pants,18,West
2024-07-10,Shoes,9,West
2024-02-23,Pants,7,North
2025-06-17,Watch,2,South
2025-10-14,Pants,10,South
2024-09-25,Shirt,16,North
2024-01-22,Shoes,11,West
2025-03-13,Pants,9,North
2024-07-13,Shoes,15,East
2024-03-01,Hat,11,South
2024-03-21,Hat,8,South
2025-07-07,Hat,14,South
2024-01-17,Jacket,7,East
2025-10-01,Hat,13,South
2024-03-22,Shoes,2,East
2025-11-07,Shirt,19,South
2025-09-15,Shirt,1,East
2024-05-10,Watch,19,South
2025-07-30,Bag,19,West
2025-02-15,Watch,1,East
2024-10-22,Pants,18,South
2025-03-09,Bag,18,East
2025-01-05,Bag,17,East
2024-08-05,Hat,16,West
2025-01-23,Jacket,11,West
2025-10-03,Shoes,20,West
2025-12-11,Hat,5,North
2024-09-02,Jacket,8,North
2025-10-20,Bag,7,West
2025-11-17,Jacket,15,East
2025-02-05,Hat,4,North
2024-08-17,Watch,12,North
2025-04-04,Bag,12,North
2024-03-22,Shoes,12,West
2025-01-10,Hat,19,North
2025-01-17,Pants,19,East
2025-04-17,Bag,17,North
2024-07-09,Jacket,15,North
2025-11-22,Shoes,18,East
2025-03-08,Shirt,5,North
2024-02-11,Jacket,17,East
2025-01-24,Pants,13,South
2024-08-16,Jacket,15,South
2025-07-10,Hat,4,East
2024-11-28,Bag,9,East
2024-03-16,Shoes,17,South
2024-03-08,Jacket,7,North
2025-09-11,Shirt,13,West
2024-05-27,Watch,17,South
2025-09-24,Watch,11,East
2024-06-12,Shirt,2,East
2025-12-21,Watch,3,East
2024-08-22,Hat,12,South
2024-02-03,Pants,6,North
2024-04-09,Pants,8,East
2025-11-08,Pants,10,East
2025-06-05,Pants,19,East
2025-10-17,Jacket,9,East
2024-05-07,Watch,7,East
2025-07-10,Hat,6,South
2024-03-31,Bag,16,West
2024-05-29,Jacket,12,North
2024-03-07,Pants,10,North
2025-07-03,Shirt,12,South
2024-11-11,Watch,1,North
2025-12-27,Jacket,13,West
2025-12-04,Shoes,5,North
2024-02-19,Watch,19,South
2024-06-17,Shirt,6,West
2024-10-13,Shirt,11,East
2025-09-28,Jacket,11,West
2025-05-15,Shoes,16,North
2024-10-16,Bag,7,South
2025-10-31,Jacket,17,East
2024-07-04,Jacket,2,West
2025-12-13,Bag,8,South
2024-05-28,Bag,7,North
2024-12-28,Watch,3,North
2025-08-17,Watch,7,East
2025-01-08,Shirt,14,North
2024-01-21,Shoes,10,East
2025-06-09,Pants,5,West
2025-02-15,Watch,3,South
2024-08-05,Jacket,12,North
2025-06-04,Shirt,3,West
2024-08-26,Jacket,2,West
2024-07-08,Shirt,20,East
2025-01-31,Watch,8,North
2025-09-01,Shoes,13,West
2025-04-16,Bag,18,South
2025-01-08,Shoes,10,South
2025-12-10,Pants,2,East
2025-03-25,Jacket,15,South
2024-01-27,Jacket,13,East
2024-06-26,Shoes,19,East
2024-07-28,Hat,20,West
2024-06-28,Bag,20,East
2025-10-12,Bag,9,North
2024-09-03,Shirt,2,West
2025-01-03,Hat,7,West
2025-01-24,Jacket,7,South
2024-08-15,Shirt,1,East
2025-05-04,Shoes,4,South
2025-11-02,Shoes,10,West
2025-12-04,Shirt,7,West
2024-07-29,Watch,17,South
2025-07-05,Watch,4,North
2025-04-16,Hat,15,South
2024-10-28,Hat,11,North
2025-12-19,Shirt,15,West
2025-06-27,Bag,14,West
2024-06-17,Shoes,1,West
2024-05-30,Bag,1,North
2024-03-30,Shirt,9,West
2025-02-22,Jacket,4,South
2024-08-26,Jacket,20,East
2024-09-19,Shoes,18,South
2024-06-25,Shoes,11,West
2024-11-23,Shoes,3,East
2024-12-16,Jacket,1,North
2024-05-20,Hat,1,North
2025-10-29,Shirt,16,West
2025-01-11,Pants,15,South
2024-10-09,Pants,17,East
2024-03-28,Hat,11,North
2024-03-06,Jacket,10,East
2024-06-01,Pants,17,West
2024-08-07,Jacket,4,South
2025-01-18,Jacket,15,West
2024-08-08,Hat,8,North
2024-03-01,Hat,15,South
2024-09-08,Pants,5,South
2025-01-06,Jacket,4,West
2025-07-21,Hat,10,West
2024-07-31,Shoes,10,West
2025-09-27,Bag,8,East
2024-10-21,Hat,2,North
2025-05-18,Shoes,6,East
2024-12-10,Jacket,9,North
2025-02-10,Watch,4,North
2025-10-27,Bag,3,South
2024-12-04,Shoes,6,South
2025-11-07,Jacket,2,South
2025-08-27,Bag,4,North
2024-12-15,Pants,4,North
2025-10-29,Bag,3,East
2025-03-09,Jacket,7,East
2024-02-05,Hat,9,North
2025-10-05,Hat,14,North
2025-12-21,Pants,1,East
2024-05-30,Jacket,13,North
2025-01-26,Shoes,4,South
2025-03-07,Pants,11,North
2025-04-15,Bag,13,East
2024-07-05,Pants,1,South
2025-03-27,Shirt,15,West
2024-09-11,Watch,15,South
2025-07-31,Hat,20,South
2025-03-25,Shirt,20,West
2024-11-30,Pants,8,West
2024-02-16,Shoes,7,South
2025-10-16,Bag,11,West
2024-10-26,Hat,20,East
2024-03-22,Watch,11,East
2025-01-19,Jacket,5,West
2025-07-04,Pants,4,West
2024-07-03,Pants,8,West
2025-02-27,Hat,4,East
2024-08-12,Shirt,16,East
2025-12-22,Hat,2,North
2024-12-31,Watch,18,South
2025-01-22,Pants,10,South
2025-01-18,Shoes,18,South
2024-04-08,Shoes,15,South
2024-04-26,Watch,10,South
2024-05-31,Watch,10,North
2025-11-02,Hat,4,North
2024-02-06,Jacket,10,West
2025-01-01,Bag,12,North
2025-06-18,Shoes,2,East
2025-05-15,Hat,17,East
2025-04-29,Hat,19,West
2024-03-18,Pants,18,East
2025-03-08,Hat,5,South
2024-02-27,Jacket,12,North
2025-08-03,Shirt,4,South
2024-08-15,Hat,19,South
2024-03-27,Watch,15,South
2024-05-29,Watch,1,East
2024-07-18,Watch,16,West
2024-09-17,Jacket,11,East
2024-07-18,Hat,19,East
2024-06-16,Shirt,5,South
2024-04-03,Bag,5,South
2025-08-03,Watch,18,South
2025-12-02,Hat,14,South
2024-04-04,Shirt,12,North
2025-03-31,Shoes,18,South
2024-04-23,Pants,4,South
2025-04-03,Shoes,17,North
2024-12-07,Bag,7,North
2025-12-16,Shoes,5,North
2025-04-13,Shoes,1,East
2025-10-07,Shirt,7,North
2025-01-17,Shirt,14,North
2024-08-18,Shirt,7,North
2024-04-20,Hat,16,East
2025-05-29,Pants,14,South
2024-11-16,Shoes,11,North
2024-09-23,Shoes,5,South
2025-04-10,Pants,12,North
2025-09-20,Bag,18,West
2025-10-20,Jacket,2,West
2024-12-25,Jacket,14,North
2024-06-29,Pants,4,South
2025-05-12,Hat,14,East
